key,op,size,op_count,key_size
1666687134,GET,157,1,63
1665497896,GET,169,13,78
1665946084,GET,99,1,59
1665497896,GET,169,14,78
1666687117,GET,66,1,24
1665696132,GET,87,1,33
1665447081,GET,109,4,56
1665447094,GET,94,2,52
1665447100,GET,421,1,78
1665558152,GET,335,4,71
1665502719,GET,182,2,112
1665447827,GET,226,3,90
1665447811,GET,65,1,23
1666687537,SET,204,1,78
1665447880,GET,328,5,93
1666687547,SET,154,1,88
1666687547,GET,0,1,88
1666687590,GET,167,1,73
1666687547,GET,154,1,88
1665447862,GET,147,3,107
1665447880,GET,328,3,93
1665504919,GET,75,16,33
1665504919,GET,75,12,33
1665504919,GET,75,5,33
1666688696,GET,172,2,88
1665450078,GET,99,1,58
1666689883,SET,90,1,40
1666690119,GET,225,1,50
1666690138,GET,123,1,66
1665751989,GET,161,2,79
1666690119,GET,225,2,50
1665448518,GET,90,1,50
1666690119,GET,225,4,50
1665751608,GET,1954,3,50
1665448919,GET,275,1,72
1666690326,GET,94,1,54
1665506011,GET,746,1,39
1666690339,SET,102,1,62
1666690339,GET,0,1,62
1665448946,GET,1123,4,88
1665448946,GET,1123,2,88
1665450674,GET,157,1,60
1665450276,GET,420,2,88
1665450279,GET,97,6,57
1666690956,SET,167,1,73
1666690956,GET,0,1,73
1666686819,GET,114,1,74
1666686854,SET,104,1,64
1666686854,GET,0,1,64
1666686819,GET,114,1,74
1666686819,GET,114,1,74
1665494499,GET,112,1,61
1666686924,GET,147,1,70
1666686924,SET,147,1,70
1666686924,GET,0,1,70
1666686924,GET,147,1,70
1666686962,SET,108,1,68
1666686962,GET,0,1,68
1665703519,GET,67,1,25
1665447557,GET,1065,1,88
1666686924,GET,147,1,70
1666686924,GET,147,1,70
1666687012,SET,73,1,32
1665446696,GET,111,1,71
1665446830,GET,180,1,89
1665446696,GET,111,3,71
1666687090,SET,159,1,87
1666687090,GET,0,1,87
1665946084,GET,99,1,59
1666421860,GET,276,1,18
1665497905,GET,689,3,95
1665696145,GET,161,1,79
1665502702,GET,103,1,58
1665502719,SET,182,2,112
1665502719,GET,182,2,112
1665447749,GET,0,2,39
1665447681,GET,546,2,83
1666687547,GET,154,1,88
1665500119,GET,88,1,33
1666687558,GET,0,1,39
1666529962,GET,100,1,60
1666687538,GET,812,1,82
1666687600,SET,90,1,40
1666687547,GET,154,1,88
1666448253,GET,93,1,53
1665447862,GET,147,4,107
1666687635,GET,0,1,39
1665448382,GET,143,1,36
1666687673,SET,501,1,48
1666687673,GET,0,1,48
1665448245,GET,64,1,23
1666532363,GET,1113,1,77
1666532363,GET,1113,1,77
1666688678,GET,536,1,89
1666688678,GET,536,2,89
1665504919,GET,75,10,33
1666688678,GET,536,1,89
1666688678,GET,536,1,89
1665450136,GET,2471,3,57
1665448469,GET,173,1,91
1665696813,GET,136,1,96
1665503242,GET,95,1,55
1666690210,SET,94,1,54
1666690210,GET,0,1,54
1665448946,GET,1123,3,88
1665751608,SET,1954,3,50
1665448946,GET,1123,7,88
1665449071,GET,181,1,90
1665506927,GET,0,1,23
1665696615,GET,189,1,53
1665450357,GET,1266,1,79
1665506123,GET,458,2,66
1666653799,GET,106,1,61
1665450279,GET,97,2,57
1666690994,GET,88,1,48
1666421358,SET,176,1,21
1666686813,GET,102,1,33
1666686854,GET,104,1,64
1665701186,GET,58,2,17
1665494510,GET,89,1,47
1665447489,GET,459,5,71
1665447496,GET,106,1,66
1666686962,GET,108,1,68
1666686962,GET,108,1,68
1665446821,GET,5037,1,70
1665555978,GET,79,2,37
1665497896,GET,169,3,78
1665497872,GET,113,1,73
1665447091,GET,262,1,80
1666687232,SET,76,1,34
1666687232,GET,0,1,34
1665447069,GET,75,9,31
1665447069,GET,75,6,31
1666687257,SET,113,1,71
1666687257,GET,0,1,71
1666687283,GET,69,1,27
1665447069,GET,75,10,31
1666687474,GET,0,1,71
1665447675,GET,184,1,93
1666687474,GET,0,1,71
1665502702,GET,103,1,58
1665695380,SET,132,1,53
1665695380,GET,0,1,53
1666687558,SET,81,1,39
1665554752,GET,0,1,39
1665447983,GET,158,1,79
1665448282,GET,4607,3,101
1665448282,GET,4607,1,101
1665448255,GET,1598,3,73
1665704967,GET,91,1,26
1666449533,GET,93,1,44
1666688667,GET,141,1,23
1665448102,GET,118,2,78
1665562363,GET,280,1,90
1665504919,GET,75,11,33
1666688702,GET,167,1,73
1666688631,GET,77,1,35
1665504712,GET,0,2,39
1666690118,SET,205,1,78
1665448470,GET,100,7,60
1666690318,GET,157,1,59
1666690325,SET,125,1,84
1666690325,GET,0,1,84
1665449071,GET,181,1,90
1666533378,GET,171,1,49
1666690365,GET,0,1,48
1665449065,GET,417,1,65
1665450820,GET,0,1,24
1665450649,GET,542,1,91
1666367717,GET,152,2,70
1665708103,GET,131,1,90
1666690725,GET,90,3,40
1665450379,GET,0,1,23
1665451507,GET,105,8,65
1665451500,GET,104,21,64
1666691839,GET,137,1,96
1665453512,GET,147,3,107
1665453540,GET,106,12,64
1665701251,GET,113,1,73
1665494550,GET,60,1,18
1665694096,GET,0,1,39
1666531322,GET,0,2,18
1666686962,GET,108,1,68
1666686933,GET,0,1,99
1666267061,GET,359,2,49
1665830462,SET,754,1,27
1665830462,GET,0,1,27
1665498007,GET,162,1,73
1665498176,GET,199,2,80
1665497896,GET,169,18,78
1665497908,GET,96,1,56
1666687235,GET,179,2,67
1666687474,SET,169,2,71
1666687474,SET,169,2,71
1666264344,GET,140,1,100
1666264344,GET,140,1,100
1665502719,SET,182,1,112
1665502719,GET,182,2,112
1665830628,GET,181,1,90
1665447880,GET,328,3,93
1665448243,GET,93,2,53
1665448255,GET,1598,4,73
1665448255,GET,1598,3,73
1666687719,SET,83,1,43
1666687719,GET,0,1,43
1665448255,GET,1598,6,73
1665448255,GET,1598,4,73
1666688709,GET,130,1,89
1666689813,SET,100,1,44
1666689813,GET,0,1,44
1666690142,GET,108,1,68
1665503257,GET,0,1,39
1665448470,GET,100,15,60
1665448446,GET,1566,1,83
1665751580,GET,0,1,39
1666690365,SET,457,1,48
1665450820,GET,0,1,24
1666690725,GET,90,3,40
1665753220,GET,106,1,66
1666690791,GET,171,1,77
1665753220,GET,106,1,66
1666690743,GET,117,1,77
1666690921,GET,0,1,23
1665450304,GET,113,1,73
1666690950,SET,110,1,38
1666690950,GET,0,1,38
1665563486,SET,197,1,60
1665563486,GET,0,1,60
1665450345,GET,312,1,49
1665450279,GET,97,13,57
1665452506,GET,550,1,90
1665451507,GET,105,5,65
1666691759,GET,110,2,69
1666691838,GET,110,1,25
1666691769,GET,110,2,23
1666691759,GET,110,1,69
1665451507,GET,105,2,65
1665453729,GET,1190,10,83
1665453733,GET,391,4,100
1665453729,GET,1190,2,83
1665453809,GET,98,2,56
1666691920,GET,390,2,83
1665453729,GET,1190,2,83
1665710230,GET,130,2,80
1665710230,GET,130,7,80
1665453512,GET,147,3,107
1666692135,GET,0,1,106
1665453572,GET,110,2,69
1665710230,GET,130,5,80
1665455564,GET,107,4,67
1666692210,SET,171,1,77
1666692210,GET,0,1,77
1665455505,GET,0,2,24
1665455496,GET,192,3,70
1665455507,GET,109,4,51
1665455297,GET,227,6,44
1666692446,SET,822,1,38
1666692446,GET,0,1,38
1666693199,SET,138,1,97
1666693199,GET,0,1,97
1666693800,SET,124,1,64
1666693800,GET,0,1,64
1666693800,SET,124,1,64
1666693800,GET,0,1,64
1665454349,GET,211,142,51
1666693800,SET,124,1,64
1666693800,GET,0,1,64
1665454349,GET,211,90,51
1666686867,GET,99,1,59
1666348834,GET,0,1,88
1666686821,SET,75,1,33
1666686821,GET,0,1,33
1665447500,GET,0,2,24
1665447521,GET,109,2,69
1666686933,SET,895,1,99
1665447521,GET,109,2,69
1666267061,GET,359,2,49
1666687082,SET,95,1,55
1666687082,GET,0,1,55
1665557155,GET,95,1,53
1665497896,GET,169,17,78
1665497896,GET,169,14,78
1665497885,GET,85,1,41
1666687251,GET,151,1,107
1665447069,GET,75,11,31
1665447069,GET,75,8,31
1665554752,GET,0,1,39
1665447875,GET,63,1,22
1665447938,GET,158,1,118
1666687614,GET,91,1,26
1665447880,GET,328,2,93
1666349552,SET,5141,1,26
1666349552,GET,0,1,26
1666075185,SET,83,1,20
1666075185,GET,83,2,20
1666687739,GET,688,1,61
1666688628,GET,90,2,50
1666688636,GET,130,1,89
1666688637,SET,158,2,60
1666688637,GET,0,1,60
1665448063,GET,88,4,46
1666688636,GET,130,1,89
1666688620,GET,162,2,73
1665448078,GET,125,2,85
1665450074,GET,0,1,24
1665450091,GET,510,1,77
1665450156,GET,0,1,28
1666349919,GET,430,1,78
1665504744,GET,170,1,79
1665705946,GET,69,1,25
1666690137,GET,201,1,59
1666690132,GET,0,6,24
1666690196,GET,85,1,41
1665448942,GET,153,1,69
1665506051,GET,94,1,54
1665450653,GET,963,2,82
1665453136,GET,125,3,85
1666690792,SET,207,1,71
1666690792,GET,0,1,71
1665453153,GET,0,3,40
1666690719,GET,128,1,87
1666690791,GET,171,1,77
1666350074,SET,213,1,64
1666350074,GET,0,1,64
1665450267,SET,96,3,33
1665450267,GET,0,3,33
1665450391,GET,0,1,40
1666690955,SET,96,1,54
1666690955,GET,0,1,54
1665450279,GET,97,9,57
1666690936,GET,109,1,69
1666690993,GET,101,1,61
1665450267,GET,96,4,33
1666690921,GET,0,1,23
1665450301,GET,121,1,80
1665508674,GET,129,1,88
1665578861,GET,324,1,72
1665453048,GET,96,1,56
1665452559,GET,257,4,30
1666102582,GET,0,1,39
1665452560,GET,172,1,47
1666691769,GET,110,3,23
1665451622,GET,6283,1,100
1665451507,GET,105,9,65
1665451526,GET,123,2,83
1665451596,GET,1564,1,102
1665451481,GET,83,3,41
1665453733,GET,391,3,100
1665453733,GET,391,4,100
1665453734,GET,116,1,76
1666691956,SET,158,1,64
1666691956,GET,0,1,64
1665709461,SET,186,1,67
1665709461,GET,0,1,67
1665453540,GET,106,14,64
1665710230,GET,130,4,80
1665710230,GET,130,1,80
1665453540,GET,106,16,64
1665453524,GET,0,6,36
1665710230,GET,130,2,80
1665872936,GET,152,1,92
1665710230,GET,130,2,80
1666692114,SET,363,1,58
1666692114,GET,0,1,58
1665710230,GET,130,3,80
1666692135,SET,174,1,106
1665453512,GET,147,5,107
1665710230,GET,130,2,80
1666692176,SET,111,1,61
1666692176,GET,0,1,61
1665455507,GET,109,8,51
1665455500,GET,82,5,25
1665455507,GET,109,6,51
1665455507,GET,109,6,51
1666692163,GET,297,6,77
1666692326,GET,108,2,68
1666692437,GET,157,1,63
1666692489,GET,0,1,62
1665455134,GET,151,9,70
1666194464,GET,158,1,76
1666692524,GET,110,1,69
1665455134,GET,151,7,70
1665454145,GET,126,1,62
1665454129,GET,134,2,94
1665454121,GET,105,3,25
1665454121,GET,105,2,25
1665456122,GET,155,1,24
1665456288,GET,156,1,46
1665700171,GET,201,1,24
1665456098,GET,753,1,40
1665700657,SET,83,1,39
1665700657,GET,0,1,39
1665968784,GET,64,1,23
1665456839,GET,117,2,77
1665456853,GET,2125,1,82
1666693552,SET,157,1,63
1666693552,GET,0,1,63
1666693658,GET,167,1,73
1665454349,GET,211,78,51
1665454349,GET,211,93,51
1666168292,GET,123,1,65
1665454349,GET,211,192,51
1666693823,SET,91,1,51
1666693823,GET,0,1,51
1665454349,GET,211,91,51
1665454349,GET,211,100,51
1665454349,GET,211,101,51
1666693861,SET,118,1,77
1666693861,GET,0,1,77
1665454349,GET,211,142,51
1665579118,GET,205,1,52
1666693897,SET,552,1,92
1666693897,GET,0,1,92
1666693950,SET,120,1,53
1666693950,GET,0,1,53
1666694024,GET,115,1,72
1666103805,GET,99,1,59
1666694045,GET,0,1,39
1666103805,GET,99,1,59
1666694003,GET,128,5,87
1665514198,GET,137,22,49
1666694075,GET,0,1,39
1666694076,GET,109,1,68
1665514198,GET,137,13,49
1665456404,GET,60,3,18
1665514198,GET,137,25,49
1665456691,GET,134,2,62
1666694541,GET,0,1,72
1665456596,GET,75,4,33
1665456611,GET,106,12,64
1665456691,GET,134,2,62
1666694650,GET,142,3,46
1666694788,SET,90,1,40
1666694788,GET,0,1,40
1666694788,GET,90,2,40
1666694788,GET,90,2,40
1665873265,GET,166,3,47
1666696402,SET,104,1,64
1666696402,GET,0,1,64
1665458446,GET,170,1,79
1665458284,GET,98,20,55
1665458315,GET,109,1,69
1665457805,GET,110,1,23
1666697092,SET,110,1,38
1666697092,GET,0,1,38
1665457714,GET,101,1,55
1666697078,GET,171,1,73
1666686904,GET,82,1,40
1666686923,GET,129,1,88
1666079957,GET,107,1,67
1665500864,GET,144,1,80
1665702918,GET,82,1,27
1666687143,SET,110,1,38
1666687143,GET,0,1,38
1665497885,GET,85,1,41
1666687163,GET,107,1,67
1666687163,GET,107,1,67
1666687163,SET,107,1,67
1666687163,GET,107,2,67
1665500554,SET,815,1,38
1665500554,GET,0,1,38
1665447073,GET,111,3,58
1666687235,GET,179,2,67
1666079625,GET,155,1,61
1666687455,GET,92,1,52
1665447660,GET,113,1,72
1666687486,GET,208,1,67
1665447681,GET,546,3,83
1666687510,GET,110,1,69
1665502719,SET,182,1,112
1665502719,GET,182,2,112
1666687577,DELETE,0,2,72
1665447862,GET,147,3,107
1666687657,GET,83,1,41
1665448243,GET,93,3,53
1666687645,GET,158,2,64
1665448255,GET,1598,6,73
1666687701,GET,76,1,23
1665561372,GET,60,1,18
1665448063,GET,88,7,46
1666688631,GET,77,2,35
1666688637,GET,158,1,60
1666449533,GET,93,2,44
1665504919,GET,75,5,33
1666449533,GET,93,1,44
1666688673,GET,109,1,68
1665450082,GET,100,1,59
1666689874,GET,0,1,23
1665448470,GET,100,6,60
1665448470,GET,100,14,60
1665946415,GET,0,1,24
1665506057,GET,172,3,53
1665561503,GET,143,1,93
1665561503,GET,143,2,93
1666690628,GET,111,1,60
1666690628,GET,111,2,60
1665450674,GET,157,2,60
1666690752,GET,0,1,79
1666690729,GET,113,2,72
1666690729,GET,113,3,72
1665450279,GET,97,9,57
1666690916,GET,95,2,55
1665450363,GET,94,1,54
1665450278,GET,5117,1,101
1666690916,GET,95,1,55
1665450279,GET,97,4,57
1665452528,GET,207,6,80
1665753754,GET,121,2,70
1665753754,GET,121,2,70
1665452525,GET,183,1,92
1665452522,GET,96,6,56
1665452531,GET,129,3,89
1665451620,GET,159,1,79
1665453729,GET,1190,8,83
1666691878,GET,109,1,68
1666691887,GET,132,1,91
1665453735,GET,110,3,70
1665709415,GET,237,1,80
1666691969,SET,156,1,62
1666691969,GET,0,1,62
1665453733,GET,391,1,100
1666692058,SET,96,1,56
1666692058,GET,0,1,56
1666692076,GET,107,1,56
1666692058,GET,96,1,56
1665453524,GET,0,5,36
1666692107,SET,467,1,81
1666692107,GET,0,1,81
1666692081,GET,110,2,61
1665453509,GET,147,5,107
1666455251,GET,172,1,105
1665455507,GET,109,6,51
1666692167,SET,108,1,68
1666692167,GET,0,1,68
1665455682,GET,430,1,78
1666692297,DELETE,0,1,69
1666276251,GET,89,1,49
1666692336,GET,90,1,40
1665947658,GET,142,3,78
1666692370,GET,108,1,68
1666692417,SET,132,1,91
1666692417,GET,0,1,91
1666692370,GET,108,1,68
1666692489,SET,122,1,62
1665455134,GET,151,8,70
1666693141,GET,0,1,24
1665454115,GET,98,3,55
1665456105,GET,81,4,39
1666693278,SET,110,1,38
1666693278,GET,0,1,38
1665580499,GET,258,1,79
1666693264,GET,398,1,71
1665456105,GET,81,1,39
1666693349,GET,1175,1,76
1665457047,GET,142,1,64
1666693356,GET,131,5,91
1665457069,GET,123,3,62
1665514235,GET,1889,1,56
1666693367,GET,0,1,39
1665457040,GET,114,1,70
1666693457,SET,115,1,75
1666693457,GET,0,1,75
1666693484,GET,133,1,38
1666693484,SET,133,1,38
1666693484,GET,133,2,38
1665511512,GET,64,1,23
1665968784,GET,64,2,23
1666693492,GET,121,3,68
1666693484,SET,133,1,38
1666693484,GET,0,1,38
1666693560,SET,104,1,64
1666693560,GET,0,1,64
1666283895,GET,285,1,65
1666125435,SET,232,1,23
1666125435,GET,232,6,23
1666693657,GET,166,1,72
1666693766,GET,113,1,73
1665454349,GET,211,148,51
1665454349,GET,211,120,51
1666376577,GET,125,1,52
1665454349,GET,211,97,51
1666376577,GET,125,1,52
1666693814,GET,259,1,73
1666693896,SET,188,1,50
1666693896,GET,0,1,50
1666693986,SET,106,1,61
1666693986,GET,0,1,61
1665514198,GET,137,32,49
1666694023,GET,166,1,72
1665514198,GET,137,26,49
1666694075,SET,80,1,39
1666694003,GET,128,4,87
1665456093,GET,99,3,42
1665459202,GET,127,2,86
1665459138,GET,184,3,93
1666694399,SET,105,1,60
1666694399,GET,0,1,60
1665456645,GET,196,1,78
1665456611,GET,106,10,64
1666694541,SET,166,1,72
1666694466,GET,113,2,72
1666694565,SET,499,1,98
1666694565,GET,0,1,98
1665456606,GET,121,6,60
1665456594,GET,206,5,79
1666694564,GET,123,2,73
1666694654,GET,208,1,90
1666694664,GET,180,1,89
1666694676,GET,130,1,62
1666694710,GET,308,1,48
1665459928,GET,99,1,42
1666694732,DELETE,0,1,68
1666694804,GET,188,1,106
1666694817,SET,111,1,63
1666694817,GET,0,1,63
1665457526,GET,1692,1,102
1665514959,GET,126,1,76
1665457506,GET,134,1,29
1666694788,GET,90,2,40
1665844291,GET,116,1,76
1665515051,GET,118,1,77
1665457506,GET,134,3,29
1665580904,GET,430,1,66
1666695255,GET,0,2,55
1665581842,GET,430,1,78
1666695338,GET,90,2,40
1666695421,GET,122,2,72
1665702315,GET,105,1,51
1666695421,GET,122,1,72
1665461063,GET,1496,1,97
1665461265,GET,165,1,89
1665460978,GET,109,5,69
1666696414,GET,112,1,61
1665458284,GET,98,16,55
1666696664,SET,232,1,120
1666696664,GET,0,1,120
1666696681,GET,172,1,95
1666696710,SET,116,1,59
1666696710,GET,0,1,59
1665458111,GET,106,14,66
1666696720,DELETE,0,1,71
1666696758,SET,111,1,71
1665457737,GET,0,1,39
1666697036,GET,134,1,93
1666697104,SET,107,1,67
1666697104,GET,0,1,67
1665521581,GET,3802,15,102
1666697261,GET,111,1,60
1665521575,GET,0,1,39
1665521581,GET,3802,24,102
1665521581,GET,3802,28,102
1665521581,GET,3802,19,102
1665701186,GET,58,1,17
1666686862,GET,760,1,40
1665701268,SET,184,1,93
1665701268,GET,0,1,93
1666686892,GET,87,1,47
1665500851,GET,1660,2,62
1666679751,GET,187,1,71
1665446729,GET,191,2,95
1666687069,GET,113,1,72
1665446854,GET,109,1,56
1666687102,SET,104,1,64
1666687102,GET,104,2,64
1666192501,SET,594,1,91
1666192501,GET,0,1,91
1665497896,GET,169,8,78
1666687102,SET,104,1,64
1666687102,GET,0,1,64
1666687224,GET,130,2,89
1665500532,SET,182,1,112
1665500532,GET,182,1,112
1665447074,GET,1504,2,102
1666687224,GET,130,1,89
1665447153,GET,131,1,90
1666687286,SET,164,1,124
1666687286,GET,0,1,124
1666687454,GET,166,1,84
1665447734,SET,355,1,18
1665447734,GET,355,2,18
1666687498,GET,178,1,87
1665447827,GET,226,1,90
1666687454,GET,166,1,84
1665447749,GET,0,1,39
1666687498,GET,178,1,87
1666687454,GET,166,2,84
1666687454,GET,166,1,84
1665554751,SET,199,4,21
1665447862,GET,147,1,107
1665561357,GET,180,1,89
1666688631,GET,77,1,35
1665504919,GET,75,15,33
1666688718,GET,110,2,70
1665448194,GET,109,1,69
1666349919,GET,430,3,78
1665450091,GET,510,8,77
1666268989,GET,112,1,51
1666690178,GET,0,1,36
1665448472,GET,144,1,80
1666690137,GET,201,1,59
1665448486,GET,587,1,48
1666690317,SET,128,1,85
1666690317,GET,0,1,85
1665448946,GET,1123,5,88
1666690677,SET,97,1,57
1666690677,GET,0,1,57
1666690691,DELETE,0,1,67
1665450714,GET,393,1,71
1666690691,DELETE,0,1,67
1666690752,SET,133,1,79
1665508349,GET,180,1,89
1666690760,SET,495,1,48
1666690760,GET,0,1,48
1666690762,GET,92,1,52
1665453230,GET,0,4,39
1666690725,GET,90,4,40
1666690762,SET,92,1,52
1666690762,GET,0,1,52
1666690803,GET,157,1,63
1665453124,GET,121,1,19
1666690762,GET,92,1,52
1666690908,GET,169,1,71
1665450295,GET,170,3,79
1665450295,GET,170,2,79
1666691008,GET,237,5,106
1665453055,GET,86,1,46
1665452520,GET,171,4,47
1665452528,GET,207,6,80
1665451500,GET,104,17,64
1665753533,GET,99,1,59
1665451533,GET,166,3,48
1666691789,SET,157,1,60
1666691789,GET,0,1,60
1665451531,GET,118,2,77
1666691837,SET,97,1,57
1666691837,GET,0,1,57
1665451500,GET,104,13,64
1665451500,GET,104,13,64
1665709458,GET,180,2,89
1665453729,GET,1190,6,83
1665578073,GET,138,1,88
1666691968,GET,0,1,101
1666692075,SET,109,1,68
1666692075,GET,0,1,68
1665453540,GET,106,12,64
1665563554,GET,1127,1,76
1666692050,GET,133,1,83
1665563554,GET,1127,1,76
1665453540,GET,106,13,64
1665453524,GET,0,8,36
1665710230,GET,130,2,80
1665453567,GET,81,1,24
1665453540,GET,106,14,64
1666692141,GET,166,1,72
1666692150,GET,168,1,77
1665455505,GET,0,4,24
1665455505,GET,0,3,24
1665455505,GET,0,3,24
1665455500,GET,82,1,25
1665455500,GET,82,2,25
1665455414,GET,332,2,85
1665580887,GET,98,1,55
1665455398,GET,105,1,65
1665455302,GET,585,9,61
1666692326,GET,108,4,68
1665455134,GET,151,10,70
1665455131,GET,90,1,50
1666276796,SET,121,1,80
1666276796,GET,0,1,80
1665455092,GET,170,1,79
1665455134,GET,151,6,70
1665454115,GET,98,4,55
1665454129,GET,134,6,94
1666693277,GET,0,1,46
1665456178,SET,76,1,34
1665456178,GET,0,1,34
1666693297,GET,109,1,68
1666693243,GET,104,1,64
1665456235,GET,6429,3,52
1666693341,SET,68,1,25
1666693341,GET,0,1,25
1665457124,GET,83,1,41
1666693390,GET,0,1,26
1666693367,GET,0,1,39
1665457028,GET,0,2,39
1666693539,GET,158,1,60
1665456805,GET,204,2,44
1666693642,GET,158,1,64
1665595546,GET,100,2,60
1666125435,GET,232,2,23
1666125435,GET,232,3,23
1666125435,GET,232,3,23
1666693642,GET,158,2,64
1665454349,GET,211,101,51
1665455867,GET,102,2,47
1665455704,GET,624,5,58
1665455784,GET,0,1,39
1665455714,GET,285,3,74
1665514198,GET,137,27,49
1665514194,GET,105,1,65
1665514198,GET,137,34,49
1665514198,GET,137,28,49
1665514198,GET,137,29,49
1665456404,GET,60,1,18
1666694220,GET,750,1,74
1665582150,GET,589,1,72
1665702521,GET,65,1,23
1666694296,SET,101,1,61
1666694296,GET,0,1,61
1666378178,GET,88,1,48
1665459570,SET,467,1,101
1665459570,GET,0,1,101
1665459620,GET,420,1,80
1665948970,GET,121,1,80
1665456606,GET,121,2,60
1666084399,GET,168,1,48
1666694466,GET,113,1,72
1666169546,GET,171,1,73
1665456697,GET,118,1,53
1666694540,SET,166,1,72
1666694540,GET,0,1,72
1665456645,GET,196,4,78
1666084399,GET,168,1,48
1666694540,SET,166,1,72
1666694540,GET,0,1,72
1665456607,GET,132,4,25
1665514038,GET,133,1,92
1666542302,SET,135,1,94
1666542302,GET,0,1,94
1666694825,GET,4101,1,25
1665757200,GET,208,1,90
1665456574,GET,103,1,52
1666695255,SET,95,2,55
1665456510,GET,106,3,66
1666695321,SET,130,1,89
1666695321,GET,0,1,89
1665459411,GET,152,1,79
1666695341,SET,2278,2,57
1665459411,GET,152,1,79
1665459369,GET,71,1,25
1665459378,GET,130,4,90
1665516495,GET,0,1,39
1666695421,GET,122,2,72
1665461083,GET,417,3,75
1666695421,GET,122,2,72
1666695421,GET,122,2,72
1666695421,GET,122,2,72
1666695500,GET,168,1,74
1666696376,GET,116,2,71
1665458284,GET,98,16,55
1665511883,GET,0,1,24
1666696442,GET,163,1,65
1665701521,SET,133,1,62
1665701521,GET,0,1,62
1665458284,GET,98,19,55
1666696442,GET,163,1,65
1666696376,GET,116,1,71
1665457858,GET,142,4,78
1665847339,GET,510,1,57
1665457858,GET,142,2,78
1665457873,GET,110,2,57
1666197132,GET,231,1,45
1666085984,GET,105,1,65
1665458111,GET,106,9,66
1666104006,GET,465,1,60
1666696671,SET,112,1,61
1666696671,GET,0,1,61
1666696683,GET,82,2,42
1666696661,GET,82,10,40
1665873739,GET,96,7,52
1666696683,GET,82,1,42
1665458101,GET,353,3,72
1665873739,GET,96,6,52
1666696683,GET,82,2,42
1665873739,GET,96,5,52
1665458081,GET,99,1,59
1666696836,GET,103,1,63
1665523504,GET,99,1,59
1666696878,SET,190,1,88
1666696878,GET,0,1,88
1666696913,GET,497,1,81
1665520569,GET,110,1,39
1665948557,GET,92,2,50
1665457768,GET,96,1,54
